"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Delaware"	"10"	"1989"	"1989"	"Female"	"F"	16	339648	4.7 (Unreliable)	0.0%
	"Delaware"	"10"	"1989"	"1989"	"Male"	"M"	79	319546	24.7	0.0%
	"Delaware"	"10"	"1990"	"1990"	"Female"	"F"	18	343391	5.2 (Unreliable)	0.0%
	"Delaware"	"10"	"1990"	"1990"	"Male"	"M"	62	323389	19.2	0.0%
	"Delaware"	"10"	"1991"	"1991"	"Female"	"F"	22	351812	6.3	0.0%
	"Delaware"	"10"	"1991"	"1991"	"Male"	"M"	57	331677	17.2	0.0%
	"Delaware"	"10"	"1992"	"1992"	"Female"	"F"	25	357540	7.0	0.0%
	"Delaware"	"10"	"1992"	"1992"	"Male"	"M"	63	337498	18.7	0.0%
	"Delaware"	"10"	"1993"	"1993"	"Female"	"F"	20	363539	5.5	0.0%
	"Delaware"	"10"	"1993"	"1993"	"Male"	"M"	74	343180	21.6	0.0%
	"Delaware"	"10"	"1994"	"1994"	"Female"	"F"	14	369026	3.8 (Unreliable)	0.0%
	"Delaware"	"10"	"1994"	"1994"	"Male"	"M"	66	348841	18.9	0.0%
	"Delaware"	"10"	"1995"	"1995"	"Female"	"F"	17	375326	4.5 (Unreliable)	0.0%
	"Delaware"	"10"	"1995"	"1995"	"Male"	"M"	63	354773	17.8	0.0%
	"Delaware"	"10"	"1996"	"1996"	"Female"	"F"	17	381429	4.5 (Unreliable)	0.0%
	"Delaware"	"10"	"1996"	"1996"	"Male"	"M"	80	359901	22.2	0.0%
	"Delaware"	"10"	"1997"	"1997"	"Female"	"F"	14	386788	3.6 (Unreliable)	0.0%
	"Delaware"	"10"	"1997"	"1997"	"Male"	"M"	73	365036	20.0	0.0%
	"Delaware"	"10"	"1998"	"1998"	"Female"	"F"	11	393277	2.8 (Unreliable)	0.0%
	"Delaware"	"10"	"1998"	"1998"	"Male"	"M"	57	370564	15.4	0.0%
	"District of Columbia"	"11"	"1979"	"1979"	"Female"	"F"	14	353406	4.0 (Unreliable)	0.0%
	"District of Columbia"	"11"	"1979"	"1979"	"Male"	"M"	40	304644	13.1	0.0%
	"District of Columbia"	"11"	"1980"	"1980"	"Female"	"F"	15	344094	4.4 (Unreliable)	0.0%
	"District of Columbia"	"11"	"1980"	"1980"	"Male"	"M"	48	296728	16.2	0.0%
	"District of Columbia"	"11"	"1981"	"1981"	"Female"	"F"	12	342668	3.5 (Unreliable)	0.0%
	"District of Columbia"	"11"	"1981"	"1981"	"Male"	"M"	33	296184	11.1	0.0%
	"District of Columbia"	"11"	"1982"	"1982"	"Female"	"F"	16	341210	4.7 (Unreliable)	0.0%
	"District of Columbia"	"11"	"1982"	"1982"	"Male"	"M"	58	294888	19.7	0.0%
	"District of Columbia"	"11"	"1983"	"1983"	"Female"	"F"	16	340804	4.7 (Unreliable)	0.0%
	"District of Columbia"	"11"	"1983"	"1983"	"Male"	"M"	51	293419	17.4	0.0%
	"District of Columbia"	"11"	"1984"	"1984"	"Female"	"F"	17	340775	5.0 (Unreliable)	0.0%
	"District of Columbia"	"11"	"1984"	"1984"	"Male"	"M"	37	294519	12.6	0.0%
	"District of Columbia"	"11"	"1985"	"1985"	"Female"	"F"	9	341131	2.6 (Unreliable)	0.0%
	"District of Columbia"	"11"	"1985"	"1985"	"Male"	"M"	30	295304	10.2	0.0%
	"District of Columbia"	"11"	"1986"	"1986"	"Female"	"F"	19	342605	5.5 (Unreliable)	0.0%
	"District of Columbia"	"11"	"1986"	"1986"	"Male"	"M"	56	297684	18.8	0.0%
	"District of Columbia"	"11"	"1987"	"1987"	"Female"	"F"	5	341422	1.5 (Unreliable)	0.0%
	"District of Columbia"	"11"	"1987"	"1987"	"Male"	"M"	39	297722	13.1	0.0%
	"District of Columbia"	"11"	"1988"	"1988"	"Female"	"F"	7	337997	2.1 (Unreliable)	0.0%
	"District of Columbia"	"11"	"1988"	"1988"	"Male"	"M"	41	295084	13.9	0.0%
	"District of Columbia"	"11"	"1989"	"1989"	"Male"	"M"	43	293013	14.7	0.0%
	"District of Columbia"	"11"	"1990"	"1990"	"Male"	"M"	30	284290	10.6	0.0%
	"District of Columbia"	"11"	"1991"	"1991"	"Male"	"M"	28	282189	9.9	0.0%
	"District of Columbia"	"11"	"1992"	"1992"	"Male"	"M"	29	281166	10.3	0.0%
	"District of Columbia"	"11"	"1993"	"1993"	"Male"	"M"	35	279701	12.5	0.0%
	"District of Columbia"	"11"	"1994"	"1994"	"Male"	"M"	25	277014	9.0	0.0%
	"District of Columbia"	"11"	"1995"	"1995"	"Male"	"M"	35	273417	12.8	0.0%
	"District of Columbia"	"11"	"1996"	"1996"	"Male"	"M"	26	269124	9.7	0.0%
	"District of Columbia"	"11"	"1997"	"1997"	"Male"	"M"	26	267748	9.7	0.0%
	"District of Columbia"	"11"	"1998"	"1998"	"Female"	"F"	10	300022	3.3 (Unreliable)	0.0%
	"District of Columbia"	"11"	"1998"	"1998"	"Male"	"M"	33	266608	12.4	0.0%
	"Florida"	"12"	"1979"	"1979"	"Female"	"F"	454	4925064	9.2	0.1%
	"Florida"	"12"	"1979"	"1979"	"Male"	"M"	1062	4555667	23.3	0.2%
	"Florida"	"12"	"1980"	"1980"	"Female"	"F"	427	5079276	8.4	0.1%
	"Florida"	"12"	"1980"	"1980"	"Male"	"M"	1074	4684798	22.9	0.2%
	"Florida"	"12"	"1981"	"1981"	"Female"	"F"	410	5305102	7.7	0.1%
	"Florida"	"12"	"1981"	"1981"	"Male"	"M"	1176	4903042	24.0	0.2%
	"Florida"	"12"	"1982"	"1982"	"Female"	"F"	447	5449658	8.2	0.1%
	"Florida"	"12"	"1982"	"1982"	"Male"	"M"	1331	5037708	26.4	0.2%
	"Florida"	"12"	"1983"	"1983"	"Female"	"F"	460	5587515	8.2	0.1%
	"Florida"	"12"	"1983"	"1983"	"Male"	"M"	1270	5176961	24.5	0.2%
	"Florida"	"12"	"1984"	"1984"	"Female"	"F"	443	5736708	7.7	0.1%
	"Florida"	"12"	"1984"	"1984"	"Male"	"M"	1377	5318658	25.9	0.2%
	"Florida"	"12"	"1985"	"1985"	"Female"	"F"	397	5893634	6.7	0.1%
	"Florida"	"12"	"1985"	"1985"	"Male"	"M"	1441	5474994	26.3	0.2%
	"Florida"	"12"	"1986"	"1986"	"Female"	"F"	467	6048189	7.7	0.1%
	"Florida"	"12"	"1986"	"1986"	"Male"	"M"	1409	5634541	25.0	0.2%
	"Florida"	"12"	"1987"	"1987"	"Female"	"F"	469	6214745	7.5	0.1%
	"Florida"	"12"	"1987"	"1987"	"Male"	"M"	1552	5799981	26.8	0.3%
	"Florida"	"12"	"1988"	"1988"	"Female"	"F"	462	6372567	7.2	0.1%
	"Florida"	"12"	"1988"	"1988"	"Male"	"M"	1602	5954356	26.9	0.3%
	"Florida"	"12"	"1989"	"1989"	"Female"	"F"	469	6536641	7.2	0.1%
	"Florida"	"12"	"1989"	"1989"	"Male"	"M"	1607	6124065	26.2	0.3%
	"Florida"	"12"	"1990"	"1990"	"Female"	"F"	421	6683072	6.3	0.1%
	"Florida"	"12"	"1990"	"1990"	"Male"	"M"	1665	6269205	26.6	0.3%
	"Florida"	"12"	"1991"	"1991"	"Female"	"F"	436	6890297	6.3	0.1%
	"Florida"	"12"	"1991"	"1991"	"Male"	"M"	1659	6481406	25.6	0.3%
	"Florida"	"12"	"1992"	"1992"	"Female"	"F"	444	7026801	6.3	0.1%
	"Florida"	"12"	"1992"	"1992"	"Male"	"M"	1583	6627410	23.9	0.3%
	"Florida"	"12"	"1993"	"1993"	"Female"	"F"	497	7168263	6.9	0.1%
	"Florida"	"12"	"1993"	"1993"	"Male"	"M"	1633	6763803	24.1	0.3%
	"Florida"	"12"	"1994"	"1994"	"Female"	"F"	422	7326857	5.8	0.1%
	"Florida"	"12"	"1994"	"1994"	"Male"	"M"	1653	6917991	23.9	0.3%
	"Florida"	"12"	"1995"	"1995"	"Female"	"F"	437	7475456	5.8	0.1%
	"Florida"	"12"	"1995"	"1995"	"Male"	"M"	1728	7068902	24.4	0.3%
	"Florida"	"12"	"1996"	"1996"	"Female"	"F"	432	7628845	5.7	0.1%
	"Florida"	"12"	"1996"	"1996"	"Male"	"M"	1721	7231740	23.8	0.3%
	"Florida"	"12"	"1997"	"1997"	"Female"	"F"	457	7792019	5.9	0.1%
	"Florida"	"12"	"1997"	"1997"	"Male"	"M"	1641	7402325	22.2	0.3%
	"Florida"	"12"	"1998"	"1998"	"Female"	"F"	518	7943254	6.5	0.1%
	"Florida"	"12"	"1998"	"1998"	"Male"	"M"	1654	7553264	21.9	0.3%
	"Georgia"	"13"	"1979"	"1979"	"Female"	"F"	176	2787514	6.3	0.0%
	"Georgia"	"13"	"1979"	"1979"	"Male"	"M"	490	2609540	18.8	0.1%
	"Georgia"	"13"	"1980"	"1980"	"Female"	"F"	163	2827030	5.8	0.0%
	"Georgia"	"13"	"1980"	"1980"	"Male"	"M"	525	2645418	19.8	0.1%
	"Georgia"	"13"	"1981"	"1981"	"Female"	"F"	182	2879720	6.3	0.0%
	"Georgia"	"13"	"1981"	"1981"	"Male"	"M"	522	2692630	19.4	0.1%
	"Georgia"	"13"	"1982"	"1982"	"Female"	"F"	176	2919500	6.0	0.0%
	"Georgia"	"13"	"1982"	"1982"	"Male"	"M"	567	2733156	20.7	0.1%
	"Georgia"	"13"	"1983"	"1983"	"Female"	"F"	152	2958106	5.1	0.0%
	"Georgia"	"13"	"1983"	"1983"	"Male"	"M"	500	2771659	18.0	0.1%
	"Georgia"	"13"	"1984"	"1984"	"Female"	"F"	137	3012410	4.5	0.0%
	"Georgia"	"13"	"1984"	"1984"	"Male"	"M"	583	2825309	20.6	0.1%
	"Georgia"	"13"	"1985"	"1985"	"Female"	"F"	154	3078558	5.0	0.0%
	"Georgia"	"13"	"1985"	"1985"	"Male"	"M"	580	2889692	20.1	0.1%
	"Georgia"	"13"	"1986"	"1986"	"Female"	"F"	154	3139186	4.9	0.0%
	"Georgia"	"13"	"1986"	"1986"	"Male"	"M"	639	2951456	21.7	0.1%
	"Georgia"	"13"	"1987"	"1987"	"Female"	"F"	182	3204386	5.7	0.0%
	"Georgia"	"13"	"1987"	"1987"	"Male"	"M"	644	3012523	21.4	0.1%
	"Georgia"	"13"	"1988"	"1988"	"Female"	"F"	173	3257802	5.3	0.0%
	"Georgia"	"13"	"1988"	"1988"	"Male"	"M"	678	3067747	22.1	0.1%
	"Georgia"	"13"	"1989"	"1989"	"Female"	"F"	174	3305485	5.3	0.0%
	"Georgia"	"13"	"1989"	"1989"	"Male"	"M"	681	3116114	21.9	0.1%
	"Georgia"	"13"	"1990"	"1990"	"Female"	"F"	167	3336279	5.0	0.0%
	"Georgia"	"13"	"1990"	"1990"	"Male"	"M"	713	3147101	22.7	0.1%
	"Georgia"	"13"	"1991"	"1991"	"Female"	"F"	150	3422252	4.4	0.0%
	"Georgia"	"13"	"1991"	"1991"	"Male"	"M"	743	3233662	23.0	0.1%
	"Georgia"	"13"	"1992"	"1992"	"Female"	"F"	138	3502369	3.9	0.0%
	"Georgia"	"13"	"1992"	"1992"	"Male"	"M"	673	3318151	20.3	0.1%
	"Georgia"	"13"	"1993"	"1993"	"Female"	"F"	135	3582809	3.8	0.0%
	"Georgia"	"13"	"1993"	"1993"	"Male"	"M"	721	3398805	21.2	0.1%
	"Georgia"	"13"	"1994"	"1994"	"Female"	"F"	145	3671170	3.9	0.0%
	"Georgia"	"13"	"1994"	"1994"	"Male"	"M"	690	3490026	19.8	0.1%
	"Georgia"	"13"	"1995"	"1995"	"Female"	"F"	155	3754971	4.1	0.0%
	"Georgia"	"13"	"1995"	"1995"	"Male"	"M"	670	3578198	18.7	0.1%
	"Georgia"	"13"	"1996"	"1996"	"Female"	"F"	146	3840227	3.8	0.0%
	"Georgia"	"13"	"1996"	"1996"	"Male"	"M"	721	3666316	19.7	0.1%
	"Georgia"	"13"	"1997"	"1997"	"Female"	"F"	182	3928452	4.6	0.0%
	"Georgia"	"13"	"1997"	"1997"	"Male"	"M"	721	3762983	19.2	0.1%
	"Georgia"	"13"	"1998"	"1998"	"Female"	"F"	164	4014441	4.1	0.0%
	"Georgia"	"13"	"1998"	"1998"	"Male"	"M"	658	3855870	17.1	0.1%
	"Hawaii"	"15"	"1979"	"1979"	"Female"	"F"	32	463202	6.9	0.0%
	"Hawaii"	"15"	"1979"	"1979"	"Male"	"M"	99	489236	20.2	0.0%
	"Hawaii"	"15"	"1980"	"1980"	"Female"	"F"	26	471217	5.5	0.0%
	"Hawaii"	"15"	"1980"	"1980"	"Male"	"M"	84	496065	16.9	0.0%
	"Hawaii"	"15"	"1981"	"1981"	"Female"	"F"	22	478403	4.6	0.0%
	"Hawaii"	"15"	"1981"	"1981"	"Male"	"M"	63	501855	12.6	0.0%
	"Hawaii"	"15"	"1982"	"1982"	"Female"	"F"	19	487458	3.9 (Unreliable)	0.0%
	"Hawaii"	"15"	"1982"	"1982"	"Male"	"M"	78	508467	15.3	0.0%
	"Hawaii"	"15"	"1983"	"1983"	"Female"	"F"	20	496996	4.0	0.0%
	"Hawaii"	"15"	"1983"	"1983"	"Male"	"M"	74	517691	14.3	0.0%
	"Hawaii"	"15"	"1984"	"1984"	"Female"	"F"	23	503212	4.6	0.0%
	"Hawaii"	"15"	"1984"	"1984"	"Male"	"M"	93	525911	17.7	0.0%
	"Hawaii"	"15"	"1985"	"1985"	"Female"	"F"	28	509199	5.5	0.0%
	"Hawaii"	"15"	"1985"	"1985"	"Male"	"M"	66	531110	12.4	0.0%
	"Hawaii"	"15"	"1986"	"1986"	"Female"	"F"	34	514684	6.6	0.0%
	"Hawaii"	"15"	"1986"	"1986"	"Male"	"M"	73	537925	13.6	0.0%
	"Hawaii"	"15"	"1987"	"1987"	"Female"	"F"	21	523164	4.0	0.0%
	"Hawaii"	"15"	"1987"	"1987"	"Male"	"M"	90	546132	16.5	0.0%
	"Hawaii"	"15"	"1988"	"1988"	"Female"	"F"	13	530327	2.5 (Unreliable)	0.0%
	"Hawaii"	"15"	"1988"	"1988"	"Male"	"M"	74	551496	13.4	0.0%
	"Hawaii"	"15"	"1989"	"1989"	"Female"	"F"	26	538150	4.8	0.0%
	"Hawaii"	"15"	"1989"	"1989"	"Male"	"M"	83	558791	14.9	0.0%
	"Hawaii"	"15"	"1990"	"1990"	"Female"	"F"	25	545138	4.6	0.0%
	"Hawaii"	"15"	"1990"	"1990"	"Male"	"M"	100	564808	17.7	0.0%
	"Hawaii"	"15"	"1991"	"1991"	"Female"	"F"	20	558694	3.6	0.0%
	"Hawaii"	"15"	"1991"	"1991"	"Male"	"M"	87	578777	15.0	0.0%
	"Hawaii"	"15"	"1992"	"1992"	"Female"	"F"	33	569415	5.8	0.0%
	"Hawaii"	"15"	"1992"	"1992"	"Male"	"M"	96	590075	16.3	0.0%
	"Hawaii"	"15"	"1993"	"1993"	"Female"	"F"	18	577478	3.1 (Unreliable)	0.0%
	"Hawaii"	"15"	"1993"	"1993"	"Male"	"M"	102	596287	17.1	0.0%
	"Hawaii"	"15"	"1994"	"1994"	"Female"	"F"	26	585069	4.4	0.0%
	"Hawaii"	"15"	"1994"	"1994"	"Male"	"M"	112	603806	18.5	0.0%
	"Hawaii"	"15"	"1995"	"1995"	"Female"	"F"	33	590502	5.6	0.0%
	"Hawaii"	"15"	"1995"	"1995"	"Male"	"M"	109	607525	17.9	0.0%
	"Hawaii"	"15"	"1996"	"1996"	"Female"	"F"	29	595640	4.9	0.0%
	"Hawaii"	"15"	"1996"	"1996"	"Male"	"M"	98	609959	16.1	0.0%
	"Hawaii"	"15"	"1997"	"1997"	"Female"	"F"	28	601221	4.7	0.0%
	"Hawaii"	"15"	"1997"	"1997"	"Male"	"M"	110	611882	18.0	0.0%
	"Hawaii"	"15"	"1998"	"1998"	"Female"	"F"	34	603843	5.6	0.0%
	"Hawaii"	"15"	"1998"	"1998"	"Male"	"M"	82	613366	13.4	0.0%
	"Idaho"	"16"	"1979"	"1979"	"Female"	"F"	28	467829	6.0	0.0%
	"Idaho"	"16"	"1979"	"1979"	"Male"	"M"	96	466792	20.6	0.0%
	"Idaho"	"16"	"1980"	"1980"	"Female"	"F"	22	473461	4.6	0.0%
	"Idaho"	"16"	"1980"	"1980"	"Male"	"M"	102	471934	21.6	0.0%
	"Idaho"	"16"	"1981"	"1981"	"Female"	"F"	25	482155	5.2	0.0%
	"Idaho"	"16"	"1981"	"1981"	"Male"	"M"	123	480326	25.6	0.0%
	"Idaho"	"16"	"1982"	"1982"	"Female"	"F"	29	488219	5.9	0.0%
	"Idaho"	"16"	"1982"	"1982"	"Male"	"M"	109	485613	22.4	0.0%
	"Idaho"	"16"	"1983"	"1983"	"Female"	"F"	28	491407	5.7	0.0%
	"Idaho"	"16"	"1983"	"1983"	"Male"	"M"	130	489759	26.5	0.0%
	"Idaho"	"16"	"1984"	"1984"	"Female"	"F"	33	495983	6.7	0.0%
	"Idaho"	"16"	"1984"	"1984"	"Male"	"M"	121	493817	24.5	0.0%
	"Idaho"	"16"	"1985"	"1985"	"Female"	"F"	22	497941	4.4	0.0%
	"Idaho"	"16"	"1985"	"1985"	"Male"	"M"	113	495181	22.8	0.0%
	"Idaho"	"16"	"1986"	"1986"	"Female"	"F"	29	495714	5.9	0.0%
	"Idaho"	"16"	"1986"	"1986"	"Male"	"M"	148	493139	30.0	0.0%
	"Idaho"	"16"	"1987"	"1987"	"Female"	"F"	29	493373	5.9	0.0%
	"Idaho"	"16"	"1987"	"1987"	"Male"	"M"	147	490506	30.0	0.0%
	"Idaho"	"16"	"1988"	"1988"	"Female"	"F"	29	494565	5.9	0.0%
	"Idaho"	"16"	"1988"	"1988"	"Male"	"M"	150	490377	30.6	0.0%
	"Idaho"	"16"	"1989"	"1989"	"Female"	"F"	32	499153	6.4	0.0%
	"Idaho"	"16"	"1989"	"1989"	"Male"	"M"	128	494874	25.9	0.0%
	"Idaho"	"16"	"1990"	"1990"	"Female"	"F"	33	505868	6.5	0.0%
	"Idaho"	"16"	"1990"	"1990"	"Male"	"M"	159	500825	31.7	0.0%
	"Idaho"	"16"	"1991"	"1991"	"Female"	"F"	29	523079	5.5	0.0%
	"Idaho"	"16"	"1991"	"1991"	"Male"	"M"	136	518570	26.2	0.0%
	"Idaho"	"16"	"1992"	"1992"	"Female"	"F"	21	537527	3.9	0.0%
	"Idaho"	"16"	"1992"	"1992"	"Male"	"M"	147	534520	27.5	0.0%
	"Idaho"	"16"	"1993"	"1993"	"Female"	"F"	27	555534	4.9	0.0%
	"Idaho"	"16"	"1993"	"1993"	"Male"	"M"	162	553347	29.3	0.0%
	"Idaho"	"16"	"1994"	"1994"	"Female"	"F"	43	573582	7.5	0.0%
	"Idaho"	"16"	"1994"	"1994"	"Male"	"M"	158	571690	27.6	0.0%
	"Idaho"	"16"	"1995"	"1995"	"Female"	"F"	34	589339	5.8	0.0%
	"Idaho"	"16"	"1995"	"1995"	"Male"	"M"	152	588250	25.8	0.0%
	"Idaho"	"16"	"1996"	"1996"	"Female"	"F"	30	602258	5.0	0.0%
	"Idaho"	"16"	"1996"	"1996"	"Male"	"M"	147	601174	24.5	0.0%
	"Idaho"	"16"	"1997"	"1997"	"Female"	"F"	28	614117	4.6	0.0%
	"Idaho"	"16"	"1997"	"1997"	"Male"	"M"	181	614426	29.5	0.0%
	"Idaho"	"16"	"1998"	"1998"	"Female"	"F"	32	626023	5.1	0.0%
	"Idaho"	"16"	"1998"	"1998"	"Male"	"M"	169	626659	27.0	0.0%
	"Illinois"	"17"	"1979"	"1979"	"Female"	"F"	261	5895253	4.4	0.0%
	"Illinois"	"17"	"1979"	"1979"	"Male"	"M"	779	5545118	14.0	0.1%
	"Illinois"	"17"	"1980"	"1980"	"Female"	"F"	231	5899343	3.9	0.0%
	"Illinois"	"17"	"1980"	"1980"	"Male"	"M"	836	5548793	15.1	0.1%
	"Illinois"	"17"	"1981"	"1981"	"Female"	"F"	261	5901746	4.4	0.0%
	"Illinois"	"17"	"1981"	"1981"	"Male"	"M"	820	5553725	14.8	0.1%
	"Illinois"	"17"	"1982"	"1982"	"Female"	"F"	258	5891111	4.4	0.0%
	"Illinois"	"17"	"1982"	"1982"	"Male"	"M"	827	5541343	14.9	0.1%
	"Illinois"	"17"	"1983"	"1983"	"Female"	"F"	274	5881392	4.7	0.0%
	"Illinois"	"17"	"1983"	"1983"	"Male"	"M"	868	5530428	15.7	0.1%
	"Illinois"	"17"	"1984"	"1984"	"Female"	"F"	295	5880142	5.0	0.0%
	"Illinois"	"17"	"1984"	"1984"	"Male"	"M"	912	5535210	16.5	0.2%
	"Illinois"	"17"	"1985"	"1985"	"Female"	"F"	283	5873161	4.8	0.0%
	"Illinois"	"17"	"1985"	"1985"	"Male"	"M"	998	5532802	18.0	0.2%
	"Illinois"	"17"	"1986"	"1986"	"Female"	"F"	272	5863894	4.6	0.0%
	"Illinois"	"17"	"1986"	"1986"	"Male"	"M"	1003	5526999	18.1	0.2%
	"Illinois"	"17"	"1987"	"1987"	"Female"	"F"	262	5867395	4.5	0.0%
	"Illinois"	"17"	"1987"	"1987"	"Male"	"M"	948	5533025	17.1	0.2%
	"Illinois"	"17"	"1988"	"1988"	"Female"	"F"	267	5867114	4.6	0.0%
	"Illinois"	"17"	"1988"	"1988"	"Male"	"M"	984	5537444	17.8	0.2%
	"Illinois"	"17"	"1989"	"1989"	"Female"	"F"	230	5877518	3.9	0.0%
	"Illinois"	"17"	"1989"	"1989"	"Male"	"M"	941	5550823	17.0	0.2%
	"Illinois"	"17"	"1990"	"1990"	"Female"	"F"	248	5883836	4.2	0.0%
	"Illinois"	"17"	"1990"	"1990"	"Male"	"M"	910	5559302	16.4	0.2%
	"Illinois"	"17"	"1991"	"1991"	"Female"	"F"	251	5947997	4.2	0.0%
	"Illinois"	"17"	"1991"	"1991"	"Male"	"M"	938	5628178	16.7	0.2%
	"Illinois"	"17"	"1992"	"1992"	"Female"	"F"	244	6005431	4.1	0.0%
	"Illinois"	"17"	"1992"	"1992"	"Male"	"M"	898	5692982	15.8	0.2%
	"Illinois"	"17"	"1993"	"1993"	"Female"	"F"	236	6063840	3.9	0.0%
	"Illinois"	"17"	"1993"	"1993"	"Male"	"M"	924	5752319	16.1	0.2%
	"Illinois"	"17"	"1994"	"1994"	"Female"	"F"	200	6111186	3.3	0.0%
	"Illinois"	"17"	"1994"	"1994"	"Male"	"M"	868	5808326	14.9	0.1%
	"Illinois"	"17"	"1995"	"1995"	"Female"	"F"	214	6153725	3.5	0.0%
	"Illinois"	"17"	"1995"	"1995"	"Male"	"M"	904	5860805	15.4	0.2%
	"Illinois"	"17"	"1996"	"1996"	"Female"	"F"	220	6197289	3.5	0.0%
	"Illinois"	"17"	"1996"	"1996"	"Male"	"M"	841	5912251	14.2	0.1%
	"Illinois"	"17"	"1997"	"1997"	"Female"	"F"	160	6236239	2.6	0.0%
	"Illinois"	"17"	"1997"	"1997"	"Male"	"M"	741	5956010	12.4	0.1%
	"Illinois"	"17"	"1998"	"1998"	"Female"	"F"	208	6277171	3.3	0.0%
	"Illinois"	"17"	"1998"	"1998"	"Male"	"M"	828	6004740	13.8	0.1%
	"Indiana"	"18"	"1979"	"1979"	"Female"	"F"	132	2816846	4.7	0.0%
	"Indiana"	"18"	"1979"	"1979"	"Male"	"M"	465	2662458	17.5	0.1%
	"Indiana"	"18"	"1980"	"1980"	"Female"	"F"	106	2826753	3.7	0.0%
	"Indiana"	"18"	"1980"	"1980"	"Male"	"M"	466	2668165	17.5	0.1%
	"Indiana"	"18"	"1981"	"1981"	"Female"	"F"	137	2820365	4.9	0.0%
	"Indiana"	"18"	"1981"	"1981"	"Male"	"M"	467	2660470	17.6	0.1%
	"Indiana"	"18"	"1982"	"1982"	"Female"	"F"	147	2815223	5.2	0.0%
	"Indiana"	"18"	"1982"	"1982"	"Male"	"M"	477	2652937	18.0	0.1%
	"Indiana"	"18"	"1983"	"1983"	"Female"	"F"	139	2806157	5.0	0.0%
	"Indiana"	"18"	"1983"	"1983"	"Male"	"M"	499	2642279	18.9	0.1%
	"Indiana"	"18"	"1984"	"1984"	"Female"	"F"	137	2810769	4.9	0.0%
	"Indiana"	"18"	"1984"	"1984"	"Male"	"M"	517	2646172	19.5	0.1%
	"Indiana"	"18"	"1985"	"1985"	"Female"	"F"	122	2813404	4.3	0.0%
	"Indiana"	"18"	"1985"	"1985"	"Male"	"M"	529	2646613	20.0	0.1%
	"Indiana"	"18"	"1986"	"1986"	"Female"	"F"	110	2810427	3.9	0.0%
	"Indiana"	"18"	"1986"	"1986"	"Male"	"M"	535	2643914	20.2	0.1%
	"Indiana"	"18"	"1987"	"1987"	"Female"	"F"	140	2820375	5.0	0.0%
	"Indiana"	"18"	"1987"	"1987"	"Male"	"M"	579	2652609	21.8	0.1%
	"Indiana"	"18"	"1988"	"1988"	"Female"	"F"	107	2831530	3.8	0.0%
	"Indiana"	"18"	"1988"	"1988"	"Male"	"M"	535	2663217	20.1	0.1%
	"Indiana"	"18"	"1989"	"1989"	"Female"	"F"	135	2847502	4.7	0.0%
	"Indiana"	"18"	"1989"	"1989"	"Male"	"M"	543	2679590	20.3	0.1%
	"Indiana"	"18"	"1990"	"1990"	"Female"	"F"	135	2857127	4.7	0.0%
	"Indiana"	"18"	"1990"	"1990"	"Male"	"M"	593	2689692	22.0	0.1%
	"Indiana"	"18"	"1991"	"1991"	"Female"	"F"	123	2891963	4.3	0.0%
	"Indiana"	"18"	"1991"	"1991"	"Male"	"M"	580	2727652	21.3	0.1%
	"Indiana"	"18"	"1992"	"1992"	"Female"	"F"	110	2917228	3.8	0.0%
	"Indiana"	"18"	"1992"	"1992"	"Male"	"M"	585	2758529	21.2	0.1%
	"Indiana"	"18"	"1993"	"1993"	"Female"	"F"	122	2947510	4.1	0.0%
	"Indiana"	"18"	"1993"	"1993"	"Male"	"M"	609	2793615	21.8	0.1%
	"Indiana"	"18"	"1994"	"1994"	"Female"	"F"	130	2972779	4.4	0.0%
	"Indiana"	"18"	"1994"	"1994"	"Male"	"M"	588	2822020	20.8	0.1%
	"Indiana"	"18"	"1995"	"1995"	"Female"	"F"	106	2999180	3.5	0.0%
	"Indiana"	"18"	"1995"	"1995"	"Male"	"M"	592	2853639	20.7	0.1%
	"Indiana"	"18"	"1996"	"1996"	"Female"	"F"	132	3024725	4.4	0.0%
	"Indiana"	"18"	"1996"	"1996"	"Male"	"M"	606	2883692	21.0	0.1%
	"Indiana"	"18"	"1997"	"1997"	"Female"	"F"	127	3046115	4.2	0.0%
	"Indiana"	"18"	"1997"	"1997"	"Male"	"M"	602	2910177	20.7	0.1%
	"Indiana"	"18"	"1998"	"1998"	"Female"	"F"	121	3066485	3.9	0.0%
	"Indiana"	"18"	"1998"	"1998"	"Male"	"M"	578	2934540	19.7	0.1%
	"Iowa"	"19"	"1979"	"1979"	"Female"	"F"	67	1499655	4.5	0.0%
	"Iowa"	"19"	"1979"	"1979"	"Male"	"M"	251	1420305	17.7	0.0%
	"Iowa"	"19"	"1980"	"1980"	"Female"	"F"	52	1498990	3.5	0.0%
	"Iowa"	"19"	"1980"	"1980"	"Male"	"M"	269	1418322	19.0	0.0%
	"Iowa"	"19"	"1981"	"1981"	"Female"	"F"	60	1495917	4.0	0.0%
	"Iowa"	"19"	"1981"	"1981"	"Male"	"M"	244	1412767	17.3	0.0%
	"Iowa"	"19"	"1982"	"1982"	"Female"	"F"	51	1486123	3.4	0.0%
	"Iowa"	"19"	"1982"	"1982"	"Male"	"M"	258	1401749	18.4	0.0%
	"Iowa"	"19"	"1983"	"1983"	"Female"	"F"	66	1477337	4.5	0.0%
