State,State Code,Year,Year Code,Gender,Gender Code,Deaths,Population,Crude Rate,% of Total Deaths
Rhode Island,44,1973,1973,Male,M,64,475501,13.5,0.00%
Rhode Island,44,1974,1974,Female,F,34,492305,6.9,0.00%
Rhode Island,44,1974,1974,Male,M,66,459375,14.4,0.00%
Rhode Island,44,1975,1975,Female,F,34,492978,6.9,0.00%
Rhode Island,44,1975,1975,Male,M,69,451526,15.3,0.00%
Rhode Island,44,1976,1976,Female,F,36,495378,7.3,0.00%
Rhode Island,44,1976,1976,Male,M,75,453791,16.5,0.00%
Rhode Island,44,1977,1977,Female,F,51,498977,10.2,0.00%
Rhode Island,44,1977,1977,Male,M,88,456058,19.3,0.00%
Rhode Island,44,1978,1978,Female,F,35,500677,7,0.00%
Rhode Island,44,1978,1978,Male,M,72,456495,15.8,0.00%
South Carolina,45,1968,1968,Female,F,54,1272985,4.2,0.00%
South Carolina,45,1968,1968,Male,M,193,1236170,15.6,0.10%
South Carolina,45,1969,1969,Female,F,65,1299377,5,0.00%
South Carolina,45,1969,1969,Male,M,180,1256405,14.3,0.10%
South Carolina,45,1970,1970,Female,F,62,1320542,4.7,0.00%
South Carolina,45,1970,1970,Male,M,221,1275280,17.3,0.10%
South Carolina,45,1971,1971,Female,F,67,1358311,4.9,0.00%
South Carolina,45,1971,1971,Male,M,209,1308383,16,0.10%
South Carolina,45,1972,1972,Female,F,66,1386513,4.8,0.00%
South Carolina,45,1972,1972,Male,M,212,1333347,15.9,0.10%
South Carolina,45,1973,1973,Female,F,81,1416878,5.7,0.00%
South Carolina,45,1973,1973,Male,M,224,1358834,16.5,0.10%
South Carolina,45,1974,1974,Female,F,72,1452299,5,0.00%
South Carolina,45,1974,1974,Male,M,225,1390789,16.2,0.10%
South Carolina,45,1975,1975,Female,F,83,1481352,5.6,0.00%
South Carolina,45,1975,1975,Male,M,241,1417062,17,0.10%
South Carolina,45,1976,1976,Female,F,63,1504346,4.2,0.00%
South Carolina,45,1976,1976,Male,M,212,1438096,14.7,0.10%
South Carolina,45,1977,1977,Female,F,84,1531916,5.5,0.00%
South Carolina,45,1977,1977,Male,M,271,1460709,18.6,0.10%
South Carolina,45,1978,1978,Female,F,85,1560436,5.4,0.00%
South Carolina,45,1978,1978,Male,M,242,1483796,16.3,0.10%
South Dakota,46,1968,1968,Female,F,11,334305,3.3,0.00%
South Dakota,46,1968,1968,Male,M,47,329632,14.3,0.00%
South Dakota,46,1969,1969,Female,F,15,334844,4.5,0.00%
South Dakota,46,1969,1969,Male,M,49,329801,14.9,0.00%
South Dakota,46,1970,1970,Female,F,18,336071,5.4,0.00%
South Dakota,46,1970,1970,Male,M,42,331019,12.7,0.00%
South Dakota,46,1971,1971,Female,F,23,338303,6.8,0.00%
South Dakota,46,1971,1971,Male,M,59,333791,17.7,0.00%
South Dakota,46,1972,1972,Female,F,24,340980,7,0.00%
South Dakota,46,1972,1972,Male,M,52,336259,15.5,0.00%
South Dakota,46,1973,1973,Female,F,10,341747,2.9,0.00%
South Dakota,46,1973,1973,Male,M,41,336861,12.2,0.00%
South Dakota,46,1974,1974,Female,F,13,342867,3.8,0.00%
South Dakota,46,1974,1974,Male,M,55,337263,16.3,0.00%
South Dakota,46,1975,1975,Female,F,12,344144,3.5,0.00%
South Dakota,46,1975,1975,Male,M,58,337748,17.2,0.00%
South Dakota,46,1976,1976,Female,F,12,347308,3.5,0.00%
South Dakota,46,1976,1976,Male,M,64,340570,18.8,0.00%
South Dakota,46,1977,1977,Female,F,11,349275,3.1,0.00%
South Dakota,46,1977,1977,Male,M,61,341029,17.9,0.00%
South Dakota,46,1978,1978,Female,F,15,349396,4.3,0.00%
South Dakota,46,1978,1978,Male,M,66,341139,19.3,0.00%
Tennessee,47,1968,1968,Female,F,86,1976067,4.4,0.00%
Tennessee,47,1968,1968,Male,M,329,1852928,17.8,0.10%
Tennessee,47,1969,1969,Female,F,99,2005742,4.9,0.00%
Tennessee,47,1969,1969,Male,M,359,1878374,19.1,0.10%
Tennessee,47,1970,1970,Female,F,109,2030881,5.4,0.00%
Tennessee,47,1970,1970,Male,M,387,1902326,20.3,0.10%
Tennessee,47,1971,1971,Female,F,112,2072121,5.4,0.00%
Tennessee,47,1971,1971,Male,M,375,1943585,19.3,0.10%
Tennessee,47,1972,1972,Female,F,110,2108256,5.2,0.00%
Tennessee,47,1972,1972,Male,M,354,1979980,17.9,0.10%
Tennessee,47,1973,1973,Female,F,119,2134210,5.6,0.00%
Tennessee,47,1973,1973,Male,M,375,2002918,18.7,0.10%
Tennessee,47,1974,1974,Female,F,134,2167943,6.2,0.00%
Tennessee,47,1974,1974,Male,M,409,2032682,20.1,0.10%
Tennessee,47,1975,1975,Female,F,151,2198534,6.9,0.10%
Tennessee,47,1975,1975,Male,M,411,2060005,20,0.10%
Tennessee,47,1976,1976,Female,F,111,2235436,5,0.00%
Tennessee,47,1976,1976,Male,M,445,2093601,21.3,0.20%
Tennessee,47,1977,1977,Female,F,143,2276213,6.3,0.10%
Tennessee,47,1977,1977,Male,M,444,2129998,20.8,0.20%
Tennessee,47,1978,1978,Female,F,136,2307716,5.9,0.00%
Tennessee,47,1978,1978,Male,M,408,2157630,18.9,0.10%
Texas,48,1968,1968,Female,F,289,5540931,5.2,0.10%
Texas,48,1968,1968,Male,M,812,5303830,15.3,0.30%
Texas,48,1969,1969,Female,F,329,5647707,5.8,0.10%
Texas,48,1969,1969,Male,M,826,5406234,15.3,0.30%
Texas,48,1970,1970,Female,F,394,5731204,6.9,0.10%
Texas,48,1970,1970,Male,M,894,5499024,16.3,0.30%
Texas,48,1971,1971,Female,F,392,5876193,6.7,0.10%
Texas,48,1971,1971,Male,M,899,5657734,15.9,0.30%
Texas,48,1972,1972,Female,F,426,5987102,7.1,0.20%
Texas,48,1972,1972,Male,M,1004,5779254,17.4,0.40%
Texas,48,1973,1973,Female,F,375,6113322,6.1,0.10%
Texas,48,1973,1973,Male,M,997,5907064,16.9,0.40%
Texas,48,1974,1974,Female,F,386,6241841,6.2,0.10%
Texas,48,1974,1974,Male,M,1129,6028101,18.7,0.40%
Texas,48,1975,1975,Female,F,464,6398629,7.3,0.20%
Texas,48,1975,1975,Male,M,1191,6174928,19.3,0.40%
Texas,48,1976,1976,Female,F,402,6566603,6.1,0.10%
Texas,48,1976,1976,Male,M,1090,6347548,17.2,0.40%
Texas,48,1977,1977,Female,F,458,6716180,6.8,0.20%
Texas,48,1977,1977,Male,M,1313,6494387,20.2,0.50%
Texas,48,1978,1978,Female,F,444,6872121,6.5,0.20%
Texas,48,1978,1978,Male,M,1216,6646449,18.3,0.40%
Utah,49,1968,1968,Female,F,25,513295,4.9,0.00%
Utah,49,1968,1968,Male,M,105,499485,21,0.00%
Utah,49,1969,1969,Female,F,27,526499,5.1,0.00%
Utah,49,1969,1969,Male,M,88,512694,17.2,0.00%
Utah,49,1970,1970,Female,F,38,538135,7.1,0.00%
Utah,49,1970,1970,Male,M,115,525804,21.9,0.00%
Utah,49,1971,1971,Female,F,39,557696,7,0.00%
Utah,49,1971,1971,Male,M,88,546473,16.1,0.00%
Utah,49,1972,1972,Female,F,20,573094,3.5,0.00%
Utah,49,1972,1972,Male,M,116,562983,20.6,0.00%
Utah,49,1973,1973,Female,F,34,589735,5.8,0.00%
Utah,49,1973,1973,Male,M,102,580373,17.6,0.00%
Utah,49,1974,1974,Female,F,28,605583,4.6,0.00%
Utah,49,1974,1974,Male,M,102,595608,17.1,0.00%
Utah,49,1975,1975,Female,F,32,623591,5.1,0.00%
Utah,49,1975,1975,Male,M,125,613437,20.4,0.00%
Utah,49,1976,1976,Female,F,36,644344,5.6,0.00%
Utah,49,1976,1976,Male,M,124,633985,19.6,0.00%
Utah,49,1977,1977,Female,F,30,667013,4.5,0.00%
Utah,49,1977,1977,Male,M,143,656356,21.8,0.10%
Utah,49,1978,1978,Female,F,34,690492,4.9,0.00%
Utah,49,1978,1978,Male,M,135,679433,19.9,0.00%
Vermont,50,1968,1968,Female,F,11,221508,5,0.00%
Vermont,50,1968,1968,Male,M,51,211690,24.1,0.00%
Vermont,50,1969,1969,Female,F,8,224659,3.6,0.00%
Vermont,50,1969,1969,Male,M,44,214572,20.5,0.00%
Vermont,50,1970,1970,Female,F,9,227537,4,0.00%
Vermont,50,1970,1970,Male,M,47,217608,21.6,0.00%
Vermont,50,1971,1971,Female,F,17,232088,7.3,0.00%
Vermont,50,1971,1971,Male,M,60,222235,27,0.00%
Vermont,50,1972,1972,Female,F,12,236107,5.1,0.00%
Vermont,50,1972,1972,Male,M,54,226547,23.8,0.00%
Vermont,50,1973,1973,Female,F,18,238693,7.5,0.00%
Vermont,50,1973,1973,Male,M,39,228870,17,0.00%
Vermont,50,1974,1974,Female,F,14,241363,5.8,0.00%
Vermont,50,1974,1974,Male,M,54,231133,23.4,0.00%
Vermont,50,1975,1975,Female,F,22,245137,9,0.00%
Vermont,50,1975,1975,Male,M,63,234134,26.9,0.00%
Vermont,50,1976,1976,Female,F,14,248069,5.6,0.00%
Vermont,50,1976,1976,Male,M,60,236771,25.3,0.00%
Vermont,50,1977,1977,Female,F,16,252062,6.3,0.00%
Vermont,50,1977,1977,Male,M,49,240141,20.4,0.00%
Vermont,50,1978,1978,Female,F,13,255408,5.1,0.00%
Vermont,50,1978,1978,Male,M,59,242997,24.3,0.00%
Virginia,51,1968,1968,Female,F,151,2288524,6.6,0.10%
Virginia,51,1968,1968,Male,M,480,2248545,21.3,0.20%
Virginia,51,1969,1969,Female,F,150,2325587,6.4,0.10%
Virginia,51,1969,1969,Male,M,416,2274677,18.3,0.20%
Virginia,51,1970,1970,Female,F,157,2358194,6.7,0.10%
Virginia,51,1970,1970,Male,M,404,2301355,17.6,0.10%
Virginia,51,1971,1971,Female,F,166,2408678,6.9,0.10%
Virginia,51,1971,1971,Male,M,435,2347854,18.5,0.20%
Virginia,51,1972,1972,Female,F,140,2445916,5.7,0.10%
Virginia,51,1972,1972,Male,M,536,2379405,22.5,0.20%
Virginia,51,1973,1973,Female,F,157,2489512,6.3,0.10%
Virginia,51,1973,1973,Male,M,506,2411964,21,0.20%
Virginia,51,1974,1974,Female,F,172,2527594,6.8,0.10%
Virginia,51,1974,1974,Male,M,535,2446191,21.9,0.20%
Virginia,51,1975,1975,Female,F,214,2569418,8.3,0.10%
Virginia,51,1975,1975,Male,M,550,2483082,22.1,0.20%
Virginia,51,1976,1976,Female,F,208,2611919,8,0.10%
Virginia,51,1976,1976,Male,M,591,2519245,23.5,0.20%
Virginia,51,1977,1977,Female,F,193,2651975,7.3,0.10%
Virginia,51,1977,1977,Male,M,609,2556983,23.8,0.20%
Virginia,51,1978,1978,Female,F,192,2690986,7.1,0.10%
Virginia,51,1978,1978,Male,M,539,2595178,20.8,0.20%
Washington,53,1968,1968,Female,F,115,1697124,6.8,0.00%
Washington,53,1968,1968,Male,M,330,1685012,19.6,0.10%
Washington,53,1969,1969,Female,F,146,1708128,8.5,0.10%
Washington,53,1969,1969,Male,M,315,1689872,18.6,0.10%
Washington,53,1970,1970,Female,F,161,1719446,9.4,0.10%
Washington,53,1970,1970,Male,M,350,1698374,20.6,0.10%
Washington,53,1971,1971,Female,F,162,1734745,9.3,0.10%
Washington,53,1971,1971,Male,M,319,1711776,18.6,0.10%
Washington,53,1972,1972,Female,F,150,1732817,8.7,0.10%
Washington,53,1972,1972,Male,M,368,1708048,21.5,0.10%
Washington,53,1973,1973,Female,F,138,1750558,7.9,0.00%
Washington,53,1973,1973,Male,M,368,1721234,21.4,0.10%
Washington,53,1974,1974,Female,F,150,1786337,8.4,0.10%
Washington,53,1974,1974,Male,M,381,1759425,21.7,0.10%
Washington,53,1975,1975,Female,F,147,1821485,8.1,0.10%
Washington,53,1975,1975,Male,M,362,1796925,20.1,0.10%
Washington,53,1976,1976,Female,F,160,1858279,8.6,0.10%
Washington,53,1976,1976,Male,M,375,1834235,20.4,0.10%
Washington,53,1977,1977,Female,F,134,1901110,7,0.00%
Washington,53,1977,1977,Male,M,397,1876117,21.2,0.10%
Washington,53,1978,1978,Female,F,156,1958234,8,0.10%
Washington,53,1978,1978,Male,M,381,1931728,19.7,0.10%
West Virginia,54,1968,1968,Female,F,44,885879,5,0.00%
West Virginia,54,1968,1968,Male,M,120,831654,14.4,0.00%
West Virginia,54,1969,1969,Female,F,40,893134,4.5,0.00%
West Virginia,54,1969,1969,Male,M,155,837788,18.5,0.10%
West Virginia,54,1970,1970,Female,F,43,901425,4.8,0.00%
West Virginia,54,1970,1970,Male,M,151,846129,17.8,0.10%
West Virginia,54,1971,1971,Female,F,43,913389,4.7,0.00%
West Virginia,54,1971,1971,Male,M,132,859794,15.4,0.00%
West Virginia,54,1972,1972,Female,F,42,925065,4.5,0.00%
West Virginia,54,1972,1972,Male,M,134,872448,15.4,0.00%
West Virginia,54,1973,1973,Female,F,46,928451,5,0.00%
West Virginia,54,1973,1973,Male,M,166,875825,19,0.10%
West Virginia,54,1974,1974,Female,F,47,933788,5,0.00%
West Virginia,54,1974,1974,Male,M,174,879794,19.8,0.10%
West Virginia,54,1975,1975,Female,F,48,947640,5.1,0.00%
West Virginia,54,1975,1975,Male,M,152,892621,17,0.10%
West Virginia,54,1976,1976,Female,F,38,967174,3.9,0.00%
West Virginia,54,1976,1976,Male,M,144,911005,15.8,0.10%
West Virginia,54,1977,1977,Female,F,60,982227,6.1,0.00%
West Virginia,54,1977,1977,Male,M,165,925589,17.8,0.10%
West Virginia,54,1978,1978,Female,F,65,989750,6.6,0.00%
West Virginia,54,1978,1978,Male,M,196,931719,21,0.10%
Wisconsin,55,1968,1968,Female,F,119,2228832,5.3,0.00%
Wisconsin,55,1968,1968,Male,M,324,2147536,15.1,0.10%
Wisconsin,55,1969,1969,Female,F,142,2238784,6.3,0.10%
Wisconsin,55,1969,1969,Male,M,393,2154086,18.2,0.10%
Wisconsin,55,1970,1970,Female,F,133,2249722,5.9,0.00%
Wisconsin,55,1970,1970,Male,M,357,2169410,16.5,0.10%
Wisconsin,55,1971,1971,Female,F,129,2268132,5.7,0.00%
Wisconsin,55,1971,1971,Male,M,389,2188118,17.8,0.10%
Wisconsin,55,1972,1972,Female,F,156,2283148,6.8,0.10%
Wisconsin,55,1972,1972,Male,M,406,2205492,18.4,0.10%
Wisconsin,55,1973,1973,Female,F,142,2293898,6.2,0.10%
Wisconsin,55,1973,1973,Male,M,379,2214879,17.1,0.10%
Wisconsin,55,1974,1974,Female,F,144,2307386,6.2,0.10%
Wisconsin,55,1974,1974,Male,M,380,2225874,17.1,0.10%
Wisconsin,55,1975,1975,Female,F,134,2325699,5.8,0.00%
Wisconsin,55,1975,1975,Male,M,414,2241100,18.5,0.10%
Wisconsin,55,1976,1976,Female,F,168,2334839,7.2,0.10%
Wisconsin,55,1976,1976,Male,M,430,2249025,19.1,0.20%
Wisconsin,55,1977,1977,Female,F,165,2352241,7,0.10%
Wisconsin,55,1977,1977,Male,M,429,2263973,18.9,0.20%
Wisconsin,55,1978,1978,Female,F,141,2362131,6,0.10%
Wisconsin,55,1978,1978,Male,M,442,2271209,19.5,0.20%
Wyoming,56,1968,1968,Female,F,8,162363,4.9,0.00%
Wyoming,56,1968,1968,Male,M,54,161966,33.3,0.00%
Wyoming,56,1969,1969,Female,F,14,164210,8.5,0.00%
Wyoming,56,1969,1969,Male,M,45,164501,27.4,0.00%
Wyoming,56,1970,1970,Female,F,15,166058,9,0.00%
Wyoming,56,1970,1970,Male,M,50,167185,29.9,0.00%
Wyoming,56,1971,1971,Female,F,16,168626,9.5,0.00%
Wyoming,56,1971,1971,Male,M,50,171655,29.1,0.00%
Wyoming,56,1972,1972,Female,F,12,171411,7,0.00%
Wyoming,56,1972,1972,Male,M,58,175458,33.1,0.00%
Wyoming,56,1973,1973,Female,F,15,174021,8.6,0.00%
Wyoming,56,1973,1973,Male,M,47,179324,26.2,0.00%
Wyoming,56,1974,1974,Female,F,13,179476,7.2,0.00%
Wyoming,56,1974,1974,Male,M,49,185351,26.4,0.00%
Wyoming,56,1975,1975,Female,F,14,187227,7.5,0.00%
Wyoming,56,1975,1975,Male,M,52,193732,26.8,0.00%
Wyoming,56,1976,1976,Female,F,8,194395,4.1,0.00%
Wyoming,56,1976,1976,Male,M,61,201745,30.2,0.00%
Wyoming,56,1977,1977,Female,F,14,202010,6.9,0.00%
Wyoming,56,1977,1977,Male,M,48,210746,22.8,0.00%
Wyoming,56,1978,1978,Female,F,12,211036,5.7,0.00%
Wyoming,56,1978,1978,Male,M,63,220861,28.5,0.00%
Alabama,1,1979,1979,Female,F,75,2011807,3.7,0.00%
Alabama,1,1979,1979,Male,M,343,1861596,18.4,0.10%
Alabama,1,1980,1980,Female,F,74,2024013,3.7,0.00%
Alabama,1,1980,1980,Male,M,361,1874104,19.3,0.10%
Alabama,1,1981,1981,Female,F,91,2037016,4.5,0.00%
Alabama,1,1981,1981,Male,M,302,1883081,16,0.10%
Alabama,1,1982,1982,Female,F,92,2041160,4.5,0.00%
Alabama,1,1982,1982,Male,M,336,1884764,17.8,0.10%
Alabama,1,1983,1983,Female,F,93,2044849,4.5,0.00%
Alabama,1,1983,1983,Male,M,332,1888989,17.6,0.10%
Alabama,1,1984,1984,Female,F,100,2054979,4.9,0.00%
Alabama,1,1984,1984,Male,M,366,1897421,19.3,0.10%
Alabama,1,1985,1985,Female,F,90,2067683,4.4,0.00%
Alabama,1,1985,1985,Male,M,340,1906418,17.8,0.10%
Alabama,1,1986,1986,Female,F,99,2077496,4.8,0.00%
Alabama,1,1986,1986,Male,M,405,1915666,21.1,0.10%
Alabama,1,1987,1987,Female,F,97,2090188,4.6,0.00%
Alabama,1,1987,1987,Male,M,352,1926993,18.3,0.10%
Alabama,1,1988,1988,Female,F,105,2095359,5,0.00%
Alabama,1,1988,1988,Male,M,393,1931686,20.3,0.10%
Alabama,1,1989,1989,Female,F,98,2100155,4.7,0.00%
Alabama,1,1989,1989,Male,M,408,1934825,21.1,0.10%
Alabama,1,1990,1990,Female,F,99,2105930,4.7,0.00%
Alabama,1,1990,1990,Male,M,415,1937713,21.4,0.10%
Alabama,1,1991,1991,Female,F,96,2135654,4.5,0.00%
Alabama,1,1991,1991,Male,M,443,1965953,22.5,0.10%
Alabama,1,1992,1992,Female,F,92,2161361,4.3,0.00%
Alabama,1,1992,1992,Male,M,431,1994338,21.6,0.10%
Alabama,1,1993,1993,Female,F,109,2191256,5,0.00%
Alabama,1,1993,1993,Male,M,442,2024952,21.8,0.10%
Alabama,1,1994,1994,Female,F,114,2214186,5.1,0.00%
Alabama,1,1994,1994,Male,M,418,2048271,20.4,0.10%
Alabama,1,1995,1995,Female,F,86,2231662,3.9,0.00%
Alabama,1,1995,1995,Male,M,477,2067319,23.1,0.10%
Alabama,1,1996,1996,Female,F,103,2248652,4.6,0.00%
Alabama,1,1996,1996,Male,M,410,2085567,19.7,0.10%
Alabama,1,1997,1997,Female,F,109,2266308,4.8,0.00%
Alabama,1,1997,1997,Male,M,403,2104182,19.2,0.10%
Alabama,1,1998,1998,Female,F,111,2283697,4.9,0.00%
Alabama,1,1998,1998,Male,M,458,2124701,21.6,0.10%
Alaska,2,1979,1979,Female,F,10,190182,5.3,0.00%
Alaska,2,1979,1979,Male,M,37,214553,17.2,0.00%
Alaska,2,1980,1980,Female,F,13,189714,6.9,0.00%
Alaska,2,1980,1980,Male,M,55,213880,25.7,0.00%
Alaska,2,1981,1981,Female,F,12,197746,6.1,0.00%
Alaska,2,1981,1981,Male,M,49,222415,22,0.00%
Alaska,2,1982,1982,Female,F,7,213032,3.3,0.00%
Alaska,2,1982,1982,Male,M,47,238640,19.7,0.00%
Alaska,2,1983,1983,Female,F,8,232022,3.4,0.00%
Alaska,2,1983,1983,Male,M,48,258089,18.6,0.00%
Alaska,2,1984,1984,Female,F,16,244004,6.6,0.00%
Alaska,2,1984,1984,Male,M,44,271010,16.2,0.00%
Alaska,2,1985,1985,Female,F,17,252962,6.7,0.00%
Alaska,2,1985,1985,Male,M,56,280449,20,0.00%
Alaska,2,1986,1986,Female,F,10,257599,3.9,0.00%
Alaska,2,1986,1986,Male,M,69,286514,24.1,0.00%
Alaska,2,1987,1987,Female,F,15,255060,5.9,0.00%
Alaska,2,1987,1987,Male,M,79,283714,27.8,0.00%
Alaska,2,1988,1988,Female,F,11,256121,4.3,0.00%
Alaska,2,1988,1988,Male,M,44,285383,15.4,0.00%
Alaska,2,1989,1989,Female,F,11,258865,4.2,0.00%
Alaska,2,1989,1989,Male,M,78,288577,27,0.00%
Alaska,2,1990,1990,Male,M,62,289809,21.4,0.00%
Alaska,2,1991,1991,Female,F,11,270301,4.1,0.00%
Alaska,2,1991,1991,Male,M,62,300139,20.7,0.00%
Alaska,2,1992,1992,Female,F,18,279128,6.4,0.00%
Alaska,2,1992,1992,Male,M,72,310261,23.2,0.00%
Alaska,2,1993,1993,Female,F,23,284642,8.1,0.00%
Alaska,2,1993,1993,Male,M,74,315242,23.5,0.00%
Alaska,2,1994,1994,Female,F,21,287540,7.3,0.00%
Alaska,2,1994,1994,Male,M,100,316378,31.6,0.00%
Alaska,2,1995,1995,Female,F,16,289581,5.5,0.00%
Alaska,2,1995,1995,Male,M,87,315487,27.6,0.00%
Alaska,2,1996,1996,Female,F,21,292305,7.2,0.00%
Alaska,2,1996,1996,Male,M,99,316926,31.2,0.00%
Alaska,2,1997,1997,Female,F,27,295193,9.1,0.00%
Alaska,2,1997,1997,Male,M,101,318337,31.7,0.00%
Alaska,2,1998,1998,Female,F,26,298924,8.7,0.00%
Alaska,2,1998,1998,Male,M,103,321579,32,0.00%
Arizona,4,1979,1979,Female,F,118,1341578,8.8,0.00%
Arizona,4,1979,1979,Male,M,339,1302301,26,0.10%
Arizona,4,1980,1980,Female,F,108,1383740,7.8,0.00%
Arizona,4,1980,1980,Male,M,352,1341745,26.2,0.10%
Arizona,4,1981,1981,Female,F,121,1429711,8.5,0.00%
Arizona,4,1981,1981,Male,M,338,1387153,24.4,0.10%
Arizona,4,1982,1982,Female,F,125,1469628,8.5,0.00%
Arizona,4,1982,1982,Male,M,384,1426462,26.9,0.10%
Arizona,4,1983,1983,Female,F,120,1508005,8,0.00%
Arizona,4,1983,1983,Male,M,380,1466474,25.9,0.10%
Arizona,4,1984,1984,Female,F,101,1557394,6.5,0.00%
Arizona,4,1984,1984,Male,M,414,1514630,27.3,0.10%
Arizona,4,1985,1985,Female,F,119,1617194,7.4,0.00%
Arizona,4,1985,1985,Male,M,441,1573438,28,0.10%
Arizona,4,1986,1986,Female,F,154,1679333,9.2,0.00%
Arizona,4,1986,1986,Male,M,478,1635976,29.2,0.10%
Arizona,4,1987,1987,Female,F,151,1744069,8.7,0.00%
Arizona,4,1987,1987,Male,M,534,1700552,31.4,0.10%
Arizona,4,1988,1988,Female,F,131,1793532,7.3,0.00%
Arizona,4,1988,1988,Male,M,548,1749969,31.3,0.10%
Arizona,4,1989,1989,Female,F,121,1836224,6.6,0.00%
Arizona,4,1989,1989,Male,M,550,1793735,30.7,0.10%
Arizona,4,1990,1990,Female,F,117,1856984,6.3,0.00%
Arizona,4,1990,1990,Male,M,569,1813025,31.4,0.10%
Arizona,4,1991,1991,Female,F,117,1915847,6.1,0.00%
Arizona,4,1991,1991,Male,M,545,1873571,29.1,0.10%
Arizona,4,1992,1992,Female,F,124,1979244,6.3,0.00%
Arizona,4,1992,1992,Male,M,529,1938129,27.3,0.10%
Arizona,4,1993,1993,Female,F,131,2053332,6.4,0.00%
Arizona,4,1993,1993,Male,M,596,2013520,29.6,0.10%
Arizona,4,1994,1994,Female,F,139,2141771,6.5,0.00%
Arizona,4,1994,1994,Male,M,628,2105957,29.8,0.10%
Arizona,4,1995,1995,Female,F,169,2232393,7.6,0.00%
Arizona,4,1995,1995,Male,M,636,2201448,28.9,0.10%
Arizona,4,1996,1996,Female,F,137,2308428,5.9,0.00%
Arizona,4,1996,1996,Male,M,589,2281413,25.8,0.10%
Arizona,4,1997,1997,Female,F,140,2380508,5.9,0.00%
Arizona,4,1997,1997,Male,M,617,2359486,26.1,0.10%
Arizona,4,1998,1998,Female,F,168,2451973,6.9,0.00%
Arizona,4,1998,1998,Male,M,636,2434277,26.1,0.10%
Arkansas,5,1979,1979,Female,F,51,1172572,4.3,0.00%
Arkansas,5,1979,1979,Male,M,198,1098232,18,0.00%
Arkansas,5,1980,1980,Female,F,62,1182754,5.2,0.00%
Arkansas,5,1980,1980,Male,M,204,1105845,18.4,0.00%
Arkansas,5,1981,1981,Female,F,42,1186207,3.5,0.00%
Arkansas,5,1981,1981,Male,M,219,1107489,19.8,0.00%
Arkansas,5,1982,1982,Female,F,50,1187281,4.2,0.00%
Arkansas,5,1982,1982,Male,M,226,1107384,20.4,0.00%
Arkansas,5,1983,1983,Female,F,51,1193417,4.3,0.00%
Arkansas,5,1983,1983,Male,M,226,1112526,20.3,0.00%
Arkansas,5,1984,1984,Female,F,53,1200843,4.4,0.00%
Arkansas,5,1984,1984,Male,M,255,1119245,22.8,0.00%
Arkansas,5,1985,1985,Female,F,63,1205073,5.2,0.00%
Arkansas,5,1985,1985,Male,M,253,1123009,22.5,0.00%
Arkansas,5,1986,1986,Female,F,66,1207992,5.5,0.00%
Arkansas,5,1986,1986,Male,M,255,1124616,22.7,0.00%
Arkansas,5,1987,1987,Female,F,55,1213373,4.5,0.00%
Arkansas,5,1987,1987,Male,M,287,1129901,25.4,0.00%
Arkansas,5,1988,1988,Female,F,59,1214334,4.9,0.00%
Arkansas,5,1988,1988,Male,M,243,1129793,21.5,0.00%
Arkansas,5,1989,1989,Female,F,44,1216570,3.6,0.00%
Arkansas,5,1989,1989,Male,M,202,1132129,17.8,0.00%
Arkansas,5,1990,1990,Female,F,52,1218465,4.3,0.00%
Arkansas,5,1990,1990,Male,M,241,1134062,21.3,0.00%
Arkansas,5,1991,1991,Female,F,46,1233083,3.7,0.00%
Arkansas,5,1991,1991,Male,M,237,1151055,20.6,0.00%
Arkansas,5,1992,1992,Female,F,56,1248970,4.5,0.00%
Arkansas,5,1992,1992,Male,M,237,1167459,20.3,0.00%
Arkansas,5,1993,1993,Female,F,58,1269084,4.6,0.00%
Arkansas,5,1993,1993,Male,M,259,1187930,21.8,0.00%
Arkansas,5,1994,1994,Female,F,77,1287431,6,0.00%
Arkansas,5,1994,1994,Male,M,287,1207479,23.8,0.00%
Arkansas,5,1995,1995,Female,F,70,1307104,5.4,0.00%
Arkansas,5,1995,1995,Male,M,290,1228731,23.6,0.00%
Arkansas,5,1996,1996,Female,F,59,1324283,4.5,0.00%
Arkansas,5,1996,1996,Male,M,264,1248961,21.1,0.00%
Arkansas,5,1997,1997,Female,F,68,1337524,5.1,0.00%
Arkansas,5,1997,1997,Male,M,288,1264729,22.8,0.00%
Arkansas,5,1998,1998,Female,F,60,1349145,4.4,0.00%
Arkansas,5,1998,1998,Male,M,284,1278419,22.2,0.00%
California,6,1979,1979,Female,F,1054,11817245,8.9,0.20%
California,6,1979,1979,Male,M,2477,11487177,21.6,0.40%
California,6,1980,1980,Female,F,928,12030176,7.7,0.20%
California,6,1980,1980,Male,M,2497,11699007,21.3,0.40%
California,6,1981,1981,Female,F,1006,12318509,8.2,0.20%
California,6,1981,1981,Male,M,2547,12025764,21.2,0.40%
California,6,1982,1982,Female,F,1048,12562815,8.3,0.20%
California,6,1982,1982,Male,M,2701,12307368,21.9,0.50%
California,6,1983,1983,Female,F,902,12811533,7,0.20%
California,6,1983,1983,Male,M,2733,12586910,21.7,0.50%
California,6,1984,1984,Female,F,951,13032032,7.3,0.20%
California,6,1984,1984,Male,M,2745,12849819,21.4,0.50%
California,6,1985,1985,Female,F,905,13315505,6.8,0.20%
California,6,1985,1985,Male,M,2875,13173007,21.8,0.50%
